@relation satimage-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement

@attribute Aattr numeric
@attribute Battr numeric
@attribute Cattr numeric
@attribute Dattr numeric
@attribute Eattr numeric
@attribute Fattr numeric
@attribute A1attr numeric
@attribute B2attr numeric
@attribute C3attr numeric
@attribute D4attr numeric
@attribute E5attr numeric
@attribute F6attr numeric
@attribute A7attr numeric
@attribute B8attr numeric
@attribute C9attr numeric
@attribute D10attr numeric
@attribute E11attr numeric
@attribute F12attr numeric
@attribute A13attr numeric
@attribute B14attr numeric
@attribute C15attr numeric
@attribute D16attr numeric
@attribute E17attr numeric
@attribute F18attr numeric
@attribute A19attr numeric
@attribute B20attr numeric
@attribute C21attr numeric
@attribute D22attr numeric
@attribute E23attr numeric
@attribute F24attr numeric
@attribute A25attr numeric
@attribute B26attr numeric
@attribute C27attr numeric
@attribute D28attr numeric
@attribute E29attr numeric
@attribute F30attr numeric
@attribute class {1.,2.,3.,4.,5.,7.}

@data
1.367057,0.804341,0.403065,0.021553,1.389975,0.644768,0.413425,-0.184633,1.120043,0.835741,0.429577,-0.178503,1.081428,0.854412,0.281304,0.124397,1.104649,0.691066,0.290124,-0.084225,1.126416,0.705245,0.062784,-0.077004,1.092566,0.860711,0.047268,0.017871,1.11586,0.693931,0.292626,0.020058,1.438068,0.707417,0.603395,0.025959,3.
-0.470385,-0.594123,-1.45925,-1.354278,-0.158561,-0.447579,-1.206825,-1.34614,-0.141965,-0.432726,-1.433784,-1.179498,-0.168324,-0.546032,-1.278584,-1.30176,-0.446584,-0.356737,-1.265117,-1.292491,-0.433852,-0.518297,-1.491346,-1.28304,-0.380132,-0.45492,-1.517817,-1.140555,-0.366425,-0.444064,-1.0244,-1.135182,-0.352763,-0.432086,-0.774223,-1.128637,7.
-0.176394,0.848043,0.823588,0.709468,-0.158561,1.038013,1.133537,0.712894,0.154978,1.448104,1.150877,0.92786,-0.462384,0.898176,1.061248,0.705425,-0.446584,1.12765,0.768659,0.493642,-0.210957,0.923734,1.078945,0.70954,-0.453767,0.860711,1.190984,0.597084,-0.144082,0.869008,1.190598,0.597678,-0.42738,0.882725,0.902877,0.603258,1.
0.705578,0.498427,0.342991,-0.190113,1.021276,0.688462,0.353416,0.02655,1.34275,0.70452,0.369468,0.032233,1.154943,0.810648,0.101317,-0.139706,1.178517,0.603749,0.110673,0.020842,1.200714,0.836338,0.660526,0.027868,1.387105,0.992274,0.950202,0.228494,1.11586,1.21916,0.951139,0.230101,1.139596,0.838898,0.962773,0.445813,3.
-1.866841,-2.385906,0.883663,2.667381,-1.633357,-2.020559,0.8935,2.085583,-1.403973,-0.870128,-0.111399,0.40102,-1.638621,-2.034003,0.401295,2.184403,-1.406871,-1.753808,-0.068778,1.386708,-1.176837,-1.217464,-0.056765,0.447359,-0.969212,-0.981173,-0.193515,0.28115,-0.959339,-0.969292,-0.485617,0.12508,-0.949706,-0.82653,-0.474741,0.130923,2.
0.926071,0.367321,-0.137607,-0.137197,0.357618,0.033054,-0.606733,-0.501408,0.080742,0.048417,-0.111399,-0.125819,0.787369,0.460537,-0.07867,-0.350989,0.513703,0.079847,-0.547313,-0.346891,0.234834,-0.081318,-0.534958,-0.339186,0.798026,0.334459,0.047268,-0.245408,0.819403,0.343779,0.053167,-0.242497,0.841124,0.356801,-0.175259,-0.236449,7.
0.117596,1.19766,1.424335,1.132801,0.136399,1.212789,1.433583,1.13526,-0.141965,1.229403,1.451419,0.92786,0.05222,1.116996,1.361226,0.916707,-0.22498,1.302284,1.665914,1.071508,-0.210957,1.317016,1.377816,1.076595,-0.159228,1.079983,1.190984,0.807707,-0.144082,1.087853,1.489922,0.807721,-0.42738,1.10186,1.501841,0.813184,1.
-0.911371,-0.288209,-0.077532,-0.190113,-0.895959,-0.447579,-0.546723,-0.554203,-1.403973,-0.913868,-1.253459,-0.758027,-1.197532,-0.546032,-0.738623,-0.45663,-1.185267,-0.531371,-0.966032,-0.451958,-1.176837,-0.518297,-0.714281,-0.444059,-1.042846,-0.191794,-0.374101,-0.403375,-1.32991,-0.356526,-0.605346,-0.40003,-1.322796,-0.651222,-0.834119,-0.393894,1.
-0.764376,0.716937,0.282916,-0.08428,-0.748479,0.557381,0.293407,-0.079042,-0.438908,0.354598,0.549793,0.348336,-0.462384,0.679357,0.641278,0.177218,-0.742057,0.516432,0.349941,0.178442,-0.433852,0.705245,0.122558,0.185177,-0.453767,0.992274,1.190984,0.386461,-0.662882,0.606393,0.891274,0.597678,-0.42738,0.838898,0.902877,0.235886,1.
0.705578,0.848043,0.583289,0.233219,1.389975,1.038013,0.83349,0.501711,1.120043,1.054442,0.609902,0.242968,-0.462384,-0.546032,-1.578562,-1.24894,-0.22498,-0.182104,-0.906215,-1.029824,0.680625,0.748942,0.301881,0.132741,-0.159228,-0.45492,-1.216839,-1.351178,-0.440539,-0.268987,-1.0244,-1.187693,0.169563,0.050011,-0.534637,-0.551339,7.
-0.102897,-0.375613,-1.218951,-1.036778,-0.084821,-0.185416,-1.206825,-1.240548,-0.067729,-0.345245,-0.952917,-1.021446,-0.168324,-0.502268,-1.518567,-1.30176,0.144362,-0.487713,-0.846398,-1.082358,0.160536,-0.168714,-1.072926,-0.811113,-0.453767,-0.367211,-1.578013,-1.45649,-0.218196,-0.356526,-1.383589,-1.240204,-0.203527,-0.344432,-1.133601,-1.023674,7.
0.999568,0.673235,0.342991,-0.190113,1.021276,0.513687,0.113379,-0.184633,0.748864,0.70452,-0.111399,-0.178503,1.449002,0.985704,0.341299,0.230039,1.178517,0.822041,0.649025,0.020842,1.200714,0.836338,0.361655,0.027868,1.387105,0.992274,0.709419,0.439117,1.412317,1.000315,0.412356,0.230101,1.438068,1.014206,0.723188,0.235886,3.
-0.176394,-0.506719,-1.098802,-1.089695,0.136399,-0.01064,-0.606733,-0.818182,0.748864,0.179637,-0.171507,-0.178503,0.934398,0.723121,0.521286,0.124397,1.252385,0.909358,0.529392,0.336042,1.572207,0.923734,0.540978,0.132741,1.976185,1.079983,1.190984,0.597084,1.708774,1.087853,1.489922,0.387634,1.73654,0.707417,0.363809,0.183404,3.
-1.425855,-2.298502,0.943738,2.402799,-1.633357,-2.282722,0.713472,2.560745,-1.62668,-2.138594,0.730119,2.40301,-0.682928,-0.852379,0.041321,0.863886,-1.185267,-1.404541,0.290124,1.649374,-1.399733,-2.047725,0.839849,2.387503,-0.159228,0.159041,0.047268,0.017871,-0.440539,-0.181449,0.053167,0.230101,-0.725852,-0.651222,-0.175259,0.498294,2.
-1.352357,-1.293356,-1.098802,-0.401779,-1.338398,-1.539926,-1.086807,-0.184633,-1.552444,-1.788672,-1.493892,-0.389239,-1.271047,-1.333781,-1.398575,-0.45663,-0.963662,-1.317224,-1.145483,-0.451958,-1.474031,-1.479652,-1.371797,-0.444059,-0.748307,-1.025027,-1.638209,-0.561342,-0.736996,-0.881754,-1.203994,-0.557562,-0.725852,-1.001838,-1.433084,-0.761265,5.
1.661048,0.848043,0.342991,0.021553,1.021276,0.688462,0.113379,0.02655,0.748864,0.529559,0.129035,-0.389239,0.934398,0.37301,0.101317,-0.350989,0.661439,0.210823,-0.367863,-0.504491,0.680625,0.049776,-0.833829,-0.915985,0.503487,-0.104085,-0.554688,-0.929932,0.226489,-0.268987,-1.263859,-0.925139,0.244181,-0.08147,-1.253394,-0.91871,7.
-0.102897,-0.375613,-1.218951,-1.248444,-0.674739,-0.360191,-1.206825,-1.240548,-0.364672,-0.170284,-1.19335,-1.232182,0.125735,-0.370976,-1.518567,-1.30176,-0.151111,-0.356737,-1.324934,-1.292491,-0.136658,-0.343506,-1.072926,-1.073294,0.061677,-0.367211,-1.397426,-1.245867,-0.440539,-0.356526,-1.14413,-1.240204,-0.42738,-0.344432,-1.373187,-1.023674,7.
0.779075,0.236215,-0.55813,-0.772195,0.800057,0.251523,-0.546723,-0.554203,0.8231,0.092157,-0.532158,-0.758027,0.493309,0.329246,-0.198662,-0.667912,0.144362,-0.182104,-0.188412,-0.451958,-0.06236,-0.649391,0.062784,0.29005,-0.748307,-1.112736,0.28805,0.913019,-1.32991,-1.669597,0.831409,1.752918,-1.845121,-2.141341,1.741427,2.440116,2.
1.661048,1.459872,1.844858,0.974051,1.979894,1.256483,1.493592,0.818486,1.713929,1.098182,0.910444,0.611756,1.743062,1.598398,1.781196,0.969528,1.769463,1.389601,1.486463,0.966441,1.497908,1.01113,0.899623,0.604668,1.092566,1.386964,0.950202,0.807707,1.412317,1.394236,1.250463,1.017765,0.841124,1.233342,0.962773,0.603258,3.
0.117596,1.241362,1.36426,1.079884,-0.084821,1.256483,1.373574,0.501711,0.154978,0.879481,0.850335,0.295652,-0.168324,1.204523,1.421222,0.705425,0.144362,1.214967,1.725731,0.913908,0.160536,1.22962,1.736462,0.70954,-0.232863,0.729148,1.070593,0.491773,-0.218196,0.912777,1.370192,1.070276,0.393417,1.320996,1.382048,0.918148,1.
-0.396887,-0.987442,0.523215,0.868218,-0.37978,-0.666048,0.533444,0.501711,0.154978,0.004676,0.068926,-0.073135,-0.756443,-0.983671,0.581282,0.916707,-0.446584,-0.836981,0.290124,0.703775,0.160536,-0.168714,-0.176313,-0.181877,-0.969212,-0.893464,0.28805,0.702396,-0.736996,-0.706678,0.292626,0.7027,-0.42738,-0.695049,0.543498,0.708221,5.
-1.205362,-0.375613,-0.738354,-0.24303,-1.190918,-0.360191,-0.726751,-0.237429,-1.403973,-0.345245,-0.472049,-0.073135,-1.344562,-0.020865,-0.378649,-0.403809,-1.03753,-0.182104,-0.188412,-0.189291,-1.325434,-0.343506,-0.355636,-0.391622,-1.484656,-0.542629,-0.675079,-0.456031,-1.255796,-0.181449,-0.186293,-0.242497,-1.248178,-0.169124,-0.414844,-0.079004,1.
1.514052,1.110256,0.763513,0.339052,0.947536,0.732156,0.05337,-0.079042,0.674628,0.354598,-0.171507,-0.652659,1.301973,0.854412,0.341299,0.018756,0.735308,0.210823,-0.367863,-0.557024,0.160536,0.049776,-1.013152,-0.968422,0.945296,0.597585,0.107463,-0.140096,0.671174,0.212472,-0.126428,-0.505051,-0.128909,-0.169124,-1.013809,-0.91871,7.
0.044099,1.503574,1.664634,0.921135,0.062659,1.300177,1.373574,0.712894,-0.216201,0.74826,0.30936,0.348336,-0.168324,1.248287,1.841192,0.969528,0.144362,1.083992,1.845364,0.966441,0.160536,1.098526,0.899623,0.394922,-0.159228,1.211546,1.190984,0.597084,-0.144082,1.21916,1.190598,0.755211,0.094945,1.233342,1.202359,0.760703,1.
0.117596,-0.200805,-0.858503,-0.825112,0.136399,-0.01064,-1.086807,-0.818182,0.154978,0.179637,-0.8327,-0.599975,0.640339,0.15419,-0.91861,-0.667912,0.365966,-0.182104,-0.906215,-1.029824,0.086237,0.006078,-0.893604,-0.863549,0.429852,0.202896,-0.133319,-0.561342,0.448832,0.037396,-0.365887,-0.767606,0.468035,0.356801,-0.534637,-0.393894,7.
-0.470385,-1.16225,-1.45925,-0.772195,-0.158561,-0.447579,-1.026798,-0.554203,0.154978,0.048417,-0.772592,-0.389239,-1.197532,-1.508837,-1.278584,-1.30176,-0.668189,-1.011614,-1.265117,-0.924758,-0.136658,-0.343506,-0.833829,-0.496495,-1.190116,-1.507425,-1.517817,-1.351178,-0.366425,-0.61914,-0.784941,-0.557562,0.542653,0.093838,-0.295052,-0.341412,5.
0.63208,0.542129,0.282916,-0.24303,0.947536,0.557381,0.05337,-0.079042,0.674628,0.354598,-0.171507,-0.231187,0.713854,0.504301,-0.138666,-0.192527,0.735308,0.341798,0.110673,-0.399425,0.754923,0.530453,0.361655,-0.181877,0.650756,0.378313,-0.133319,-0.350719,0.967631,0.387548,-0.126428,-0.137475,0.99036,0.400628,0.124223,0.025959,4.
-0.176394,-0.506719,-1.519325,-1.089695,0.136399,-0.360191,-1.326844,-0.818182,0.154978,-0.345245,-1.493892,-1.07413,-0.241839,-0.546032,-1.578562,-1.24894,-0.446584,-0.706005,-1.98292,-1.450091,-0.433852,-0.343506,-1.1327,-1.020858,-0.453767,-0.45492,-1.457622,-0.982588,-0.144082,-0.575371,-1.623048,-1.187693,-0.128909,-0.432086,-1.013809,-0.971192,7.
0.926071,0.542129,0.282916,-0.24303,0.947536,0.557381,0.293407,-0.079042,0.971571,0.573299,0.068926,-0.073135,0.713854,0.329246,-0.138666,-0.403809,1.03078,0.341798,-0.128595,-0.189291,1.052117,0.355661,0.122558,-0.181877,0.650756,0.378313,0.107463,-0.350719,0.967631,0.387548,0.113031,-0.137475,0.691889,0.225319,-0.354948,-0.341412,4.
0.411587,-0.025997,-0.858503,-0.613446,0.726317,0.513687,-0.186668,-0.395816,0.748864,0.354598,-0.171507,-0.389239,0.05222,-0.195921,-0.678627,-0.879195,0.661439,-0.00747,-0.906215,-0.872224,0.680625,0.006078,-0.41541,-0.653804,0.429852,-0.104085,-1.036253,-0.982588,0.448832,0.037396,-1.0244,-0.767606,0.468035,0.356801,-0.115362,-0.393894,7.
1.367057,1.022851,0.523215,0.497802,1.684934,1.038013,0.533444,0.290528,1.713929,1.273143,0.850335,0.295652,1.375487,1.029468,0.581282,0.230039,1.400122,1.040333,0.589209,0.230975,1.795102,1.22962,0.839849,0.237614,1.534375,1.299255,0.769615,0.491773,1.560545,1.306698,0.771544,0.335123,1.288832,0.926552,0.303913,0.130923,3.
-0.176394,0.804341,1.184036,0.762385,0.357618,0.994319,1.493592,1.13526,0.674628,1.229403,1.81207,0.980544,-0.09481,0.985704,0.701274,0.811066,0.21823,1.214967,1.247195,1.018975,0.829222,1.404411,1.557139,1.024158,-0.380132,0.685294,0.82981,0.491773,-0.069968,0.693931,1.130733,0.860232,0.169563,1.058033,1.382048,1.075593,1.
0.044099,-0.025997,-0.918578,-0.666362,0.357618,-0.185416,-0.906779,-0.870978,0.080742,-0.345245,-0.892808,-0.863395,0.125735,-0.108393,-1.038601,-0.984836,0.144362,-0.269421,-1.2053,-0.767158,0.160536,-0.081318,-1.013152,-0.758677,0.061677,-0.367211,-0.855666,-0.719309,0.07826,-0.356526,-1.0244,-0.715095,-0.128909,-0.169124,-1.013809,-0.708784,7.
-1.205362,-1.511866,-1.759624,-1.460111,-0.895959,-1.190375,-1.506872,-1.082161,-0.884323,-1.001348,-1.493892,-1.284866,-1.197532,-1.377545,-1.698554,-1.724325,-0.889794,-1.229907,-1.504385,-1.134891,-0.879643,-1.217464,-1.252249,-0.915985,-0.969212,-1.419717,-1.939186,-1.403834,-1.181682,-1.53829,-1.922372,-1.397737,-0.949706,-1.2648,-1.193498,-1.023674,5.
-0.470385,-0.768932,-1.45925,-1.195528,-0.45352,-0.884518,-1.62689,-1.34614,-0.438908,-1.001348,-1.614109,-1.179498,-0.682928,-1.027434,-1.758549,-0.932016,-1.185267,-1.317224,-1.025849,0.020842,-1.399733,-1.74184,-0.116539,0.971722,-1.631926,-2.165241,0.709419,1.755511,-1.84871,-2.369901,0.951139,2.173005,-1.845121,-2.360476,0.423706,1.600409,2.
1.661048,1.459872,1.184036,0.815302,1.979894,1.256483,1.193546,0.607303,1.713929,1.098182,0.910444,0.40102,1.743062,1.379579,1.481217,0.758245,1.769463,1.389601,1.187378,0.598708,2.092296,1.22962,1.198494,0.604668,1.387105,1.211546,0.950202,0.439117,1.708774,1.21916,0.951139,0.440145,1.438068,1.233342,0.723188,0.235886,3.
0.117596,1.022851,0.583289,0.497802,-0.158561,0.338911,0.293407,0.237733,-0.141965,0.354598,0.30936,0.506388,0.05222,1.292051,1.361226,0.916707,0.070493,1.302284,1.067744,0.913908,-0.210957,0.923734,0.540978,0.499795,-0.159228,0.860711,0.890006,0.386461,-0.144082,0.693931,0.651815,0.177591,-0.128909,0.532109,0.363809,0.183404,1.
1.073066,0.498427,0.042617,-0.190113,0.726317,0.688462,-0.186668,-0.184633,0.748864,0.354598,-0.171507,-0.178503,1.228458,0.898176,0.521286,-0.086885,1.252385,0.56009,0.290124,-0.084225,0.977819,0.574151,0.062784,-0.234313,1.018931,0.509876,0.348246,0.017871,1.041746,0.518855,0.113031,-0.189986,0.766507,0.532109,0.124223,-0.183967,3.
-0.911371,-1.074846,-2.120072,-1.724694,-0.674739,-1.059293,-1.926937,-1.504527,-0.661615,-1.045089,-1.674218,-1.33755,-0.682928,-0.983671,-1.698554,-1.24894,-0.668189,-0.967956,-1.444568,-1.029824,-0.656748,-0.955277,-1.431571,-0.811113,-0.748307,-1.112736,-1.337231,-0.613998,-0.736996,-1.100599,-1.084265,-0.820117,-0.42738,-0.958011,-1.073705,-1.076155,5.
-1.866841,-2.298502,1.544484,2.984881,-1.633357,-2.151641,1.553602,2.771928,-1.849387,-2.269815,1.571636,2.40301,-1.932681,-2.384115,1.7212,2.606968,-1.702344,-2.27771,1.127561,2.227241,-1.696927,-2.135121,1.13872,2.020448,-1.85283,-2.25295,1.130788,2.229412,-1.84871,-2.151056,1.130733,2.015472,-1.54665,-2.00986,1.142463,2.020263,2.
-0.470385,-0.72523,-1.999923,-1.460111,-0.45352,-0.709742,-1.566881,-1.451731,-0.438908,-0.520206,-1.794434,-1.442918,-0.462384,-0.764851,-1.458571,-1.354581,-0.446584,-0.57503,-1.444568,-1.345024,-0.433852,-0.561995,-1.431571,-1.335476,-0.453767,-0.718047,-1.517817,-1.298522,-0.440539,-0.531602,-1.263859,-1.450248,-0.128909,-0.51974,-1.253394,-1.286082,7.
-0.176394,1.241362,1.48441,0.815302,-0.158561,1.081707,0.8935,0.607303,-0.141965,0.879481,1.210986,0.40102,0.34628,1.204523,0.881261,0.388501,-0.151111,0.996675,0.888293,0.230975,-0.433852,0.836338,0.899623,0.237614,-0.085593,0.641439,0.709419,0.439117,-0.069968,0.825239,0.71168,0.440145,-0.352763,0.66359,0.423706,0.235886,1.
0.044099,-0.200805,-1.158877,-1.036778,0.062659,-0.360191,-1.146816,-1.240548,-0.216201,-0.345245,-1.373676,-1.232182,-0.168324,-0.283448,-0.798618,-0.984836,-0.151111,-0.269421,-1.025849,-1.187424,-0.136658,-0.25611,-1.431571,-1.178167,-0.159228,-0.191794,-1.036253,-1.0879,-0.440539,-0.531602,-1.263859,-1.082671,-0.42738,-0.344432,-1.253394,-1.443527,7.
0.044099,1.285064,1.063887,0.921135,-0.2323,0.906932,0.533444,0.501711,-0.216201,0.354598,0.30936,0.348336,-0.168324,0.679357,0.641278,0.177218,-0.151111,0.516432,0.349941,0.178442,-0.136658,0.224567,0.122558,0.185177,-0.453767,0.378313,0.649224,0.228494,-0.144082,0.387548,0.651815,0.387634,-0.128909,0.225319,0.663291,0.393331,1.
-0.176394,-0.375613,-1.759624,-1.513027,-0.158561,-0.360191,-1.506872,-1.293344,-0.438908,-0.476466,-1.493892,-1.284866,-0.241839,-0.195921,-1.398575,-1.24894,-0.22498,-0.182104,-1.145483,-1.029824,-0.210957,-0.343506,-1.371797,-1.230603,-0.159228,-0.279503,-0.79547,-1.193211,-0.144082,-0.444064,-1.0244,-1.187693,-0.42738,-0.432086,-1.433084,-1.181119,7.
1.367057,0.97915,0.703439,0.233219,1.389975,0.819544,0.413425,0.02655,1.120043,0.66078,0.429577,0.032233,1.081428,0.504301,0.281304,-0.245347,1.104649,0.516432,0.290124,-0.084225,1.126416,0.880036,0.301881,-0.077004,1.092566,0.509876,0.047268,-0.192752,1.11586,0.693931,0.292626,-0.189986,1.139596,0.532109,-0.175259,-0.393894,7.
-1.940339,-2.2548,1.36426,2.455715,-1.485877,-2.151641,1.373574,2.455153,-0.958558,-1.482491,0.549793,0.92786,-1.271047,-1.552601,0.341299,1.18081,-0.742057,-1.011614,-0.128595,0.020842,-0.433852,-0.736787,-1.192475,-0.968422,-0.159228,-0.542629,-1.277035,-1.298522,-0.144082,-0.706678,-1.922372,-1.660291,-0.651234,-0.695049,-1.732566,-1.443527,2.
0.117596,-0.375613,-1.339101,-1.301361,0.136399,-0.185416,-1.086807,-1.293344,-0.141965,-0.170284,-1.313567,-1.284866,-0.241839,-0.370976,-0.91861,-1.037657,-0.22498,-0.182104,-1.145483,-1.239957,-0.210957,-0.343506,-1.1327,-1.230603,-0.453767,-0.45492,-1.036253,-1.351178,-0.440539,-0.268987,-1.203994,-1.187693,-0.128909,-0.432086,-1.433084,-1.181119,7.
-0.470385,-0.550421,-1.519325,-1.301361,-0.45352,-0.534967,-1.506872,-1.293344,-0.438908,-0.695167,-1.734326,-1.284866,-0.388869,-0.633559,-1.698554,-1.354581,-0.668189,-0.618688,-1.504385,-1.502624,-0.656748,-0.605693,-1.670668,-1.335476,-0.674672,-0.674192,-1.939186,-1.614457,-0.662882,-0.969292,-1.922372,-1.397737,-0.352763,-0.82653,-1.672669,-1.391045,7.
-0.470385,1.066554,1.184036,0.815302,-0.45352,1.256483,1.193546,0.607303,-0.438908,1.098182,0.910444,0.611756,-0.168324,1.204523,1.481217,0.599783,-0.446584,0.996675,0.888293,0.598708,-0.433852,0.836338,0.899623,0.394922,-0.380132,0.992274,0.950202,0.807707,-0.366425,1.000315,1.250463,0.597678,-0.352763,0.838898,0.962773,0.603258,1.
-1.058367,0.148811,0.042617,0.021553,-0.45352,0.513687,0.593453,0.501711,-0.141965,1.054442,1.150877,0.717124,-0.976988,-0.195921,0.041321,-0.086885,-1.259135,-0.00747,0.050856,-0.084225,-0.731046,0.180869,0.540978,0.132741,-0.969212,0.027478,-0.374101,0.017871,-0.959339,0.037396,-0.126428,-0.189986,-0.725852,0.225319,0.124223,0.183404,1.
0.779075,0.629533,-0.317831,-0.560529,0.505098,0.076748,-0.306686,-0.765386,0.526157,-0.082804,-0.772592,-0.916079,0.787369,0.15419,-0.49864,-0.245347,0.513703,0.167164,-0.487496,-0.819691,0.160536,0.180869,-0.475184,-1.020858,0.429852,0.334459,-0.614884,-0.403375,0.448832,0.343779,-0.365887,-0.40003,0.468035,0.356801,0.064327,-0.393894,4.
0.779075,0.629533,0.162766,-0.348863,0.800057,0.469993,0.173388,-0.184633,1.120043,0.66078,0.730119,0.032233,0.787369,0.504301,0.281304,-0.245347,0.809176,0.516432,0.290124,-0.084225,1.126416,0.705245,0.301881,0.132741,0.724391,0.334459,-0.193515,-0.403375,0.745289,0.518855,0.053167,-0.189986,1.139596,0.882725,0.303913,0.235886,7.
1.073066,0.804341,0.403065,0.021553,1.389975,0.819544,0.953509,0.237733,1.120043,0.835741,0.189143,0.032233,1.081428,0.854412,0.521286,0.124397,1.400122,0.8657,0.828476,0.125908,1.126416,0.705245,0.301881,-0.077004,1.387105,0.860711,0.589028,0.228494,1.11586,0.693931,0.292626,-0.189986,0.766507,0.356801,-0.354948,-0.603821,3.
0.485085,0.454725,0.162766,-0.348863,0.505098,0.469993,0.173388,-0.34302,0.526157,0.485819,0.189143,-0.336555,0.787369,0.504301,0.041321,-0.245347,0.809176,0.516432,0.050856,-0.241825,0.829222,0.355661,0.062784,-0.234313,0.724391,0.509876,0.047268,-0.192752,0.745289,0.518855,-0.186293,-0.40003,0.766507,0.532109,0.064327,-0.393894,4.
-0.911371,0.454725,0.703439,0.444886,-1.190918,0.076748,0.173388,0.02655,-1.403973,-0.432726,-0.532158,-0.336555,-1.197532,0.15419,0.281304,0.124397,-1.406871,-0.356737,-0.188412,-0.241825,-1.399733,-0.518297,-0.475184,-0.234313,-1.337386,-0.367211,-0.374101,-0.192752,-1.32991,-0.837985,-0.844805,-0.40003,-1.54665,-0.958011,-1.073705,-0.813747,1.
1.734545,1.372468,1.48441,0.603635,2.053633,1.387565,1.493592,0.76569,1.788164,1.010702,0.910444,0.611756,1.669547,1.379579,0.941256,0.599783,1.695595,0.996675,0.708842,0.230975,1.42361,0.836338,0.421429,0.027868,1.387105,0.685294,0.28805,0.28115,0.819403,0.693931,0.292626,-0.084964,1.139596,0.882725,0.303913,-0.079004,3.
-0.470385,0.542129,0.523215,0.339052,-0.748479,0.557381,0.773481,0.343324,-1.255501,0.179637,0.549793,0.1376,-0.756443,0.679357,0.881261,0.388501,-0.742057,0.516432,0.649025,0.178442,-0.953942,0.049776,0.122558,0.027868,-0.453767,0.816857,0.890006,0.386461,-0.440539,1.000315,0.891274,0.387634,-0.651234,0.400628,0.363809,0.235886,1.
-0.396887,0.629533,0.703439,0.233219,-0.37978,0.076748,0.713472,0.237733,-0.067729,0.267118,0.970552,0.611756,-0.682928,0.679357,0.281304,0.124397,-0.372716,0.341798,0.529392,0.283508,0.160536,0.355661,1.13872,0.499795,-0.453767,0.509876,0.28805,0.017871,-0.440539,0.518855,0.59195,0.492656,0.468035,0.707417,1.142463,0.708221,5.
0.779075,0.97915,0.403065,0.444886,0.800057,1.212789,1.253555,0.818486,0.526157,1.229403,0.970552,0.611756,0.787369,0.15419,-0.198662,-0.086885,-0.077243,-0.00747,0.050856,0.125908,0.160536,0.530453,0.540978,0.29005,0.135312,0.860711,0.82981,0.702396,0.152375,1.044084,0.831409,0.492656,0.169563,0.882725,1.142463,0.498294,1.
1.514052,1.110256,1.063887,0.709468,1.537455,1.518646,1.373574,0.712894,1.565457,1.316883,1.090769,0.717124,1.669547,1.073232,0.881261,0.599783,1.695595,1.258626,0.888293,0.388575,1.720804,1.098526,0.899623,0.394922,1.75528,1.211546,0.890006,0.228494,1.486431,1.000315,0.891274,0.230101,1.214214,1.014206,0.663291,0.025959,3.
-0.176394,1.19766,1.184036,0.974051,-0.158561,1.212789,1.193546,0.976873,-0.141965,1.404364,1.210986,0.980544,-0.09481,1.204523,0.941256,0.811066,-0.077243,1.214967,0.94811,0.808841,-0.06236,1.404411,1.258268,0.814413,-0.380132,1.255401,1.371571,0.860363,-0.366425,1.262929,1.370192,0.860232,-0.352763,1.452477,1.382048,0.865666,1.
0.411587,-0.025997,-0.618205,-0.825112,0.431358,0.164136,-0.606733,-0.818182,0.451921,0.179637,-0.592266,-0.810711,0.05222,-0.020865,-0.91861,-0.667912,0.365966,-0.00747,-0.906215,-0.872224,0.383431,0.006078,-0.654507,-0.863549,-0.453767,-0.45492,-1.638209,-1.351178,-0.144082,-0.444064,-1.203994,-1.187693,0.169563,-0.08147,-0.774223,-0.971192,4.
-0.911371,0.061407,-0.317831,-0.190113,-1.190918,-0.098028,-0.546723,-0.184633,-1.181266,0.092157,-0.051291,0.032233,-0.976988,-0.020865,-0.198662,-0.086885,-0.668189,0.167164,-0.188412,-0.084225,-0.953942,0.006078,0.062784,-0.077004,-0.159228,0.509876,0.28805,0.228494,-0.144082,0.518855,0.59195,0.230101,-0.42738,0.532109,0.303913,0.025959,1.
-1.940339,-2.2548,1.36426,2.667381,-1.928316,-2.239028,1.373574,2.455153,-1.478209,-2.138594,1.391311,2.455694,-1.271047,-2.034003,0.881261,2.184403,-1.259135,-1.535516,0.349941,1.176575,-0.731046,-0.998975,-0.116539,0.027868,-0.674672,-0.893464,-0.855666,-0.508686,-0.144082,-0.531602,-1.263859,-1.292715,-0.128909,-0.695049,-1.912255,-1.653454,2.
-0.911371,0.192513,0.102692,-0.137197,-0.674739,0.382605,0.653462,0.02655,-0.438908,0.835741,0.67001,0.611756,-1.197532,-0.458504,0.161312,0.599783,-1.406871,-0.924298,0.17049,0.808841,-1.176837,-0.736787,0.421429,0.447359,-1.926465,-2.165241,1.130788,2.598002,-1.922824,-2.282363,1.130733,2.593092,-1.919739,-2.141341,1.142463,2.230189,2.
1.146564,0.804341,0.643364,0.233219,1.168756,0.994319,0.8935,0.237733,1.491221,0.61704,0.369468,0.032233,1.669547,0.985704,0.701274,0.230039,1.695595,0.996675,0.708842,0.230975,1.42361,0.836338,0.421429,0.027868,1.092566,0.860711,0.82981,0.28115,1.412317,1.044084,0.831409,0.12508,1.438068,0.882725,0.543498,0.130923,3.
